"study","title","latitude","longitude","methods","habitat","native_species","native_family","native_growth_cycle","invasive_species","invasive_family","invasive_growth_cycle","invasion_phase","MAT","MAP","fraction","source","index","units","depth","M_native","SD_native","N_native","M_invasive","SD_invasive","N_invasive","lnRR","depth_raw","depth_bot","depth_mid","habitat_class","growth_cycle","basis","sd_imputed","yi","vi","obs"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F2","ROC","g/kg","0-10",2.45132743362831,0.18,5,1.5929203539823,0.17,5,"-0.43235400800000001","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.43046088268355,0.00335630785927031,391
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F2","ROC","g/kg","0-10",3.39823008849557,0.14,5,1.5929203539823,0.17,5,"-0.760041415","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.756716465259678,0.0026173802107446,392
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F2","ROC","g/kg","10-20",1.9646017699115,0.31,5,1.19469026548672,0.19,5,"-0.49899116599999999","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.497363182064635,0.0100382689213739,393
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F2","ROC","g/kg","10-20",2.1858407079646,0.2,5,1.19469026548672,0.19,5,"-0.609948237","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.602421468230475,0.00673293174165475,394
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F2","ROC","g/kg","10-20",3.20353982300884,0.18,5,1.19469026548672,0.19,5,"-0.98919750299999998","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.98415586286838,0.0056899706218823,395
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F4","ROC","g/kg","0-10",2.62988505747126,0.17,5,1.6183908045977,0.22,5,"-0.48455769700000001","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.48407776914462,0.00453150828834082,396
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F4","ROC","g/kg","0-10",2.49,0.2,5,1.6183908045977,0.22,5,"-0.42985656100000003","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.429647635901297,0.00498610255057631,397
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F4","ROC","g/kg","0-10",3.42,0.15,5,1.6183908045977,0.22,5,"-0.747214402","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.746552692496649,0.00408053454548515,398
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F4","ROC","g/kg","10-20",2.04,0.23,5,1.28,0.15,5,"-0.46608972999999998","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.465987584622161,0.00528887345762447,399
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F4","ROC","g/kg","10-20",2.23,0.17,5,1.28,0.15,5,"-0.55514150799999995","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.554349366356967,0.00390888169542986,400
"R55","Invasion Effects of Solidago canadensis on Soil Nutrients and Active Organic Carbon Components in Reclamation District of Hangzhou Bay Wetland","30.1929","121.0958","field","wetland","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"ROC","F4","ROC","g/kg","10-20",3.29,0.14,5,1.28,0.15,5,"-0.94402748700000005","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.942835273240723,0.00310873685243606,401
"R61","The effects of Spartina alterniflora seaward invasion on soil organic carbon fractions, sources and distribution","33.35-33.38","120.30-120.40","field","beach","n/a","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"ROC","T2","LC","mg/g","0-20",0.38,0.08,3,3,0.11,3,"2.066196315","0-20",20,10,"wetland_coastal","perennial","concentration",FALSE,2.05903350073057,0.0152219246947779,402
"R31","Seawall construction alters soil carbon and nitrogen dynamics and soil microbial biomass in an invasive Spartina alterniflora salt marsh in eastern China","32.59-33.03","120.47-120.53","field","n/a","Suaedasalsa","n/a","annual","S.alterniflora","Poaceae","perennial","invasive",14.1,1000,"WSOC","F3","WSOC","mg/g","0-10",189.461883408071,19.6188,3,120.5157,17.3767,3,"-0.45236220599999999","0-10",10,5,NA,"perennial","concentration",FALSE,-0.45072998779485,0.0105040949396824,403
"R31","Seawall construction alters soil carbon and nitrogen dymics and soil microbial biomass in an invasive Spartina alterniflora salt marsh in eastern China","32.59-33.03","120.47-120.53","field","n/a","Suaedasalsa","n/a","annual","S.alterniflora","Poaceae","perennial","invasive",14.1,1000,"WSOC","F3","WSOC","mg/g","10-20",172.085201793721,11.2108,3,122.757847533632,4.4843,3,"-0.337786366","10-20",20,15,NA,"perennial","concentration",FALSE,-0.338260966232127,0.00185950666411672,404
"R31","Seawall construction alters soil carbon and nitrogen dymics and soil microbial biomass in an invasive Spartina alterniflora salt marsh in eastern China","32.59-33.03","120.47-120.53","field","n/a","Suaedasalsa","n/a","annual","S.alterniflora","Poaceae","perennial","invasive",14.1,1000,"WSOC","F3","WSOC","mg/g","20-30",168.72197309417,5.04484,3,119.955156950672,8.4081,3,"-0.34108218200000001","20-30",30,25,NA,"perennial","concentration",FALSE,-0.340464400214337,0.00193571821633794,405
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"WSOC","T1","WSOC","mg/kg","0-20",434.64,1.13,3,23.85,0.71,3,"-2.902733885","0-20",20,10,"wetland_coastal",NA,"concentration",FALSE,-2.9025873086643,0.000297658645459102,406
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"WSOC","T1","WSOC","mg/kg","20-40",35.82,6.81,3,38.12,2.95,3,"6.2232681999999998E-2","20-40",40,30,"wetland_coastal",NA,"concentration",FALSE,0.0572067169204081,0.0140444494420469,407
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"WSOC","T1","WSOC","mg/kg","40-60",35.82,4.75,3,20.38,0.93,3,"-0.56395236900000001","40-60",60,50,"wetland_coastal",NA,"concentration",FALSE,-0.56653609816679,0.00655570417144933,408
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"WSOC","T1","WSOC","mg/kg","60-80",35.11,2.99,3,37.01,2.89,3,"5.2702156E-2","60-80",80,70,"wetland_coastal",NA,"concentration",FALSE,0.0525096891082299,0.00444998763070184,409
"R32","Species choice inmangrove reforestationmay influence the quantity and quality of long-term carbon sequestration and storage","23.45","116.43","field","Mangroveplantations,sandybeaches&mudflats","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","Sonneratiaapetala Buch.-Ham.","Lythraceae","n/a","invasive",NA,NA,"WSOC","T1","WSOC","mg/kg","80-100",23.78,3.91,3,37.93,0.68,3,"0.46689746399999998","80-100",100,90,"wetland_coastal",NA,"concentration",FALSE,0.462445162850936,0.00911887293337899,410
"R35","Total and available soil carbon fractions under the perennial grass Cynodon dactylon (L.) Pers and the bioenergy crop Arundo dox L.","28.9587","100.645","field","n/a","Arundodox L.","Poaceae","perennial","Cynodondactylon (L.)Persoon","Poaceae","perennial","invasive",21.5,546,"WSOC","T2","WSOC","g/kg","0-10",0.76,0.223606797749979,3,1.36,0.244948974278318,3,"0.58192154500000004","0-10",10,5,NA,"perennial","concentration",FALSE,0.572900603685367,0.0396681811065635,411
"R35","Total and available soil carbon fractions under the perennial grass Cynodon dactylon (L.) Pers and the bioenergy crop Arundo dox L.","28.9587","100.645","field","n/a","Arundodox L.","Poaceae","perennial","Cynodondactylon (L.)Persoon","Poaceae","perennial","invasive",21.5,546,"WSOC","T2","WSOC","g/kg","10-20",0.44,0.14142135623731,3,0.67,0.173205080756888,3,"0.420502985","10-20",20,15,NA,"perennial","concentration",FALSE,0.414423692778657,0.056711938027882,412
"R35","Total and available soil carbon fractions under the perennial grass Cynodon dactylon (L.) Pers and the bioenergy crop Arundo dox L.","28.9587","100.645","field","n/a","Arundodox L.","Poaceae","perennial","Cynodondactylon (L.)Persoon","Poaceae","perennial","invasive",21.5,546,"WSOC","T2","WSOC","g/kg","20-30",0.36,0.14142135623731,3,0.48,0.14142135623731,3,"0.28768207200000001","20-30",30,25,NA,"perennial","concentration",FALSE,0.27642950043532,0.0803755144032922,413
"R35","Total and available soil carbon fractions under the perennial grass Cynodon dactylon (L.) Pers and the bioenergy crop Arundo dox L.","28.9587","100.645","field","n/a","Arundodox L.","Poaceae","perennial","Cynodondactylon (L.)Persoon","Poaceae","perennial","invasive",21.5,546,"WSOC","T2","WSOC","g/kg","30-40",0.3,0.14142135623731,3,0.421,0.14142135623731,3,"0.33647223700000001","30-40",40,35,NA,"perennial","concentration",FALSE,0.320620106724805,0.111687643545397,414
"R36","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","31.25-31.28","121.50-122.05","field","SiltIsland","P.australis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"WSOC","T2","WSOC","g/kg","40-50",0.31,0.173205080756888,3,0.4,0.14142135623731,3,"0.25489224999999999","40-50",50,45,"wetland_coastal","perennial","concentration",FALSE,0.223696446645786,0.145724939299341,415
"R40","Effect of the invasion by Soildago canadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"WSOC","F2","WSOC","g/kg","0-10",0.329809725158562,0.06,5,0.247357293868921,0.02,5,"-0.27763173699999999","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.290337924778469,0.00792669771349261,416
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"WSOC","F2","WSOC","g/kg","0-10",0.417547568710359,0.05,5,0.247357293868921,0.02,5,"-0.51879379299999995","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.524344831738255,0.00417535744978505,417
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"WSOC","F2","WSOC","g/kg","0-10",0.253699788583509,0.04,5,0.247357293868921,0.02,5,"0","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,-0.0271499374970385,0.00627925208561622,418
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"WSOC","F2","WSOC","g/kg","10-20",0.321353065539112,0.03,5,0.190274841437632,0.03,5,"-0.52129692400000005","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.522456493254162,0.00671479658741152,419
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"WSOC","F2","WSOC","g/kg","10-20",0.313953488372092,0.05,5,0.190274841437632,0.03,5,"-0.489548225","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.50082576130069,0.0100444578875172,420
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"WSOC","F2","WSOC","g/kg","10-20",0.271670190274841,0.08,5,0.190274841437632,0.03,5,"-0.35139788700000002","10-20",20,15,"wetland_coastal","perennial","concentration",FALSE,-0.362304891602483,0.022314826306059,421
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"WSOC","F2","WSOC","mg/kg","0-20",241.825095057034,29.66,9,173.38403041825,18.25,9,"-0.33274928300000001","0-20",20,10,"forest","annual","concentration",FALSE,-0.332925975966762,0.00290248389065135,422
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"WSOC","F2","WSOC","mg/kg","0-20",191.634980988593,15.97,9,132.31939163498,9.13,9,"-0.37034319799999998","0-20",20,10,"forest","annual","concentration",FALSE,-0.370495113178062,0.00130064095008133,423
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","33.41","120.00","field","forest","Quercusglauca","Fagaceae","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"WSOC","F2","WSOC","mg/kg","0-20",474.524714828897,29.66,9,303.422053231939,2.28,9,"-0.44718578199999998","0-20",20,10,"forest","annual","concentration",FALSE,-0.447402860727414,0.000440366160097974,424
